Agent,Version,Date Modified,Modified By,Explicitly Defined,Context,Command Name,Description,Command Variations,Priority,Priority for Variation,Tag(s)
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 多 长 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 多 长远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 走 多 长 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 多 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 多 长远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 多 长 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 多 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 走 多 长远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 走 几 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 多 长远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 几 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 多 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 多 长 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 多 长 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 多 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 多 长 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 多 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 几 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 多 长 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 几 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 多 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 几 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 几 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 几 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 走 多 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 多 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 多 长 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 多 长 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 多 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 几 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 几 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 走 多 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 多 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 几 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 多 长 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 多 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 几 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 多 长 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 多 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 几 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 几 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 多 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 几 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 几 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 多 长 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 几 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 多 长 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 几 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 走 几 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 几 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 多 长 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 走 多 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 多 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 多 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 多 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 多 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 多 长远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 几 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 多 长 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 走 几 公里 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 几 路 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 走 几 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 走 多 长远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 多 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还有 走 多 远 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还要 几 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Distance to Destination","",还 剩 走 多 距离 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 多 长 时间 ,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 多 长 时间 ,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 走 多 长 时间 ,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 走 多 长 时间 ,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 走 多少 时间 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 走 多 长 分钟 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 多 长 小时 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 多少 时间 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 多 长 分钟 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 几 个 时间 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 走 几 个 时间 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 多 长 分钟 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 多 长 小时 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 几 个 时间 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 走 几 个 时间 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还 要 多少 时间 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 走 多 长 小时 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 走 多 长 分钟 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 走 多 长 小时 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 走 多少 时间 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 走 多少 分钟 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 走 几 个 小时 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 多少 小时 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还 要 多少 小时 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 走 几 个 分钟 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还 要 多少 分钟 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 几 个 分钟 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 走 多少 分钟 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 走 多少 小时 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 走 几 个 小时 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 几 个 小时 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还要 走 多少 小时 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 多少 分钟 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 几 个 分钟 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 几 个 小时 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Time To Destination","",还有 走 几 个 分钟 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎么 使用 导航 ,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎么样 使用 导航 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎么 用 导航 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",如何 使用 导航 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎么 使用 找 方向 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎样 使用 导航 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎么 使用 定位 ,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",如何 使用 定位 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",如何 使用 找 方向 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎么样 用 导航 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎么 用 找 方向 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎么样 使用 找 方向 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎样 使用 定位 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",如何 用 导航 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎样 使用 找 方向 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎么样 使用 定位 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎样 用 导航 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Help - Navigation","",怎么 用 定位 ,"","2",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",需要 导航 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 要 去 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",去 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",需要 导航 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",需要 去 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",导航 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 要 去 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 需要 导航 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 去 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",需要 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",要 去 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 导航 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 导航 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 需要 导航 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",导航 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",导航 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 需要 导航 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 需要 去 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",需要 导航 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 需要 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",要 导航 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 要 导航 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 要 导航 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",要 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",要 去 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",去 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 要 导航 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",要 导航 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 导航 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 要 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",需要 去 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",要 导航 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 去 到 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 需要 去 去 <poi_address_catchall>,"","0",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我们 需要 导航 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",寡人 去 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",找 方向 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",该 不 该 导航 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",最 好 导航 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",咱们 去 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 找 方向 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 最 好 去 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 该 不 该 导航 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",咱 要 去 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",是 不 是 要 去 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",咱 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",想 导航 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 需要 找 方向 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",咱 要 导航 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",咱 需要 导航 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 必须 导航 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 要求 导航 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 该 不 该 去 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 要 到 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",朕 需要 去 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 要求 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",俺 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",俺 需要 去 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",朕 要 去 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 需要 找 方向 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",我 要求 去 到 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",咱们 需要 导航 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",朕 要 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",寡人 去 去 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",咱 需要 导航 <poi_address_catchall>,"","1",""
"Navigation","1.0","Unknown","Unknown",True,"Navigation","Navigate to Anything","",咱们 要 去 <poi_address_catchall>,"","1",""
