Agent,Version,Date Modified,Modified By,Explicitly Defined,Context,Command Name,Description,Command Variations,Priority,Priority for Variation,Tag(s)
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Shortcut","",寡人 想 <app_shortcut>,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Shortcut","",我 需要 <app_shortcut>,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 <common_apps> 应用 ,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 <common_apps>,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 应用 <common_apps> 应用 ,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 应用 <common_apps> 应用 ,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 应用 <common_apps>,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 <common_apps> 应用 ,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 <common_apps>,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 应用 <common_apps>,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 <common_apps>,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 应用 <common_apps> 应用 ,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 应用 <common_apps>,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 <common_apps> 应用 ,"","0",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 软件 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 应用 软件 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 <common_apps> 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 应用 程序 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",使用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",用 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 执行 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 要 打开 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",启动 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",使用 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开启 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 使用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 启动 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 执行 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 软件 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开始 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 使用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 启用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 应用 程序 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开始 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 运行 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 应用 程序 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 使用 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",<common_apps> 应用 想 打开 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 应用 <common_apps> 应用 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开启 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",运行 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开始 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开启 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开始 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 应用 <common_apps> 应用 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 执行 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 应用 <common_apps> 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",要 打开 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 运行 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 启动 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 用 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开始 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 应用 软件 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",启用 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 软件 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开始 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开始 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",运行 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 应用 <common_apps> 应用 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",<common_apps> 打开 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 用 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 应用 <common_apps> 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开始 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 启用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 应用 程序 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 软件 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",要 打开 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 <common_apps> 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 <common_apps> 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开始 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 程序 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 执行 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 应用 程序 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",运行 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开启 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 启用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 <common_apps> 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 <common_apps> 应用 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",<common_apps> 请 打开 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 <common_apps> 应用 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 <common_apps> 应用 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 运行 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 运行 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",使用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 软件 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开始 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 应用 <common_apps> 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 应用 <common_apps> 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 <common_apps> 应用 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 运行 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 启用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开启 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",要 打开 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 应用 <common_apps> 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 应用 软件 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 使用 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 启用 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开启 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",启动 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 启动 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 启用 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 运行 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 使用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 应用 <common_apps> 应用 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 <common_apps> 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",启用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",执行 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",启动 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 执行 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 使用 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 <common_apps> 应用 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 运行 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 用 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 应用 程序 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 启动 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 <common_apps> 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",启动 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",使用 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",执行 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开启 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 使用 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",执行 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 启动 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 启用 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",执行 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开始 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 应用 软件 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 运行 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开始 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 启动 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 启用 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 用 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 启动 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 软件 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 使用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 程序 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 要 打开 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",要 打开 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 要 打开 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 程序 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",<common_apps> 应用 打开 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开启 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 <common_apps> 应用 软件 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 应用 <common_apps> 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开启 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 要 打开 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 应用 软件 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开启 应用 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开启 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开启 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 应用 软件 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",开 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 执行 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 打开 程序 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",启用 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 程序 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",启用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 启动 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 执行 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 应用 <common_apps> 应用 程序 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",运行 <common_apps> 应用 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",用 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",<common_apps> 应用 请 打开 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 执行 应用 <common_apps>,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",<common_apps> 想 打开 ,"","1",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 要 开 <common_apps>,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",使用 应用 软件 <common_apps>,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开启 应用 软件 <common_apps>,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",要 打开 应用 <common_apps> 软件 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",<common_apps> 应用 开 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 软件 <common_apps> 软件 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 打开 程序 <common_apps> 软件 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",要 打开 应用 程序 <common_apps> 应用 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 开始 应用 <common_apps> 应用 程序 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",使用 应用 程序 <common_apps> 应用 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",请 开启 应用 程序 <common_apps> 应用 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",执行 程序 <common_apps> 应用 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",想 启动 应用 <common_apps> 软件 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",打开 软件 <common_apps> 应用 软件 ,"","2",""
"Launch Apps","1.0","Unknown","Unknown",True,"Launch Apps","Launch App - Common","",<common_apps> 应用 想 启动 ,"","2",""
