Agent,Version,Date Modified,Modified By,Explicitly Defined,Context,Command Name,Description,Command Variations,Priority,Priority for Variation,Tag(s)
"News","1.0","Unknown","Unknown",True,"News","News by Keyword","","读 些 关于 <news_keywords> 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News","News by Keyword","","来 点 <news_keywords> 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News","News by Keyword","","要 有关 <news_keywords> 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News","News by Keyword","","来 些 <news_keywords> 的 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News","News by Keyword","","读 一 读 有关 <news_keywords> 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News","News by Keyword","","来 一点 关于 <news_keywords> 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","本地","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","读 一些 本地 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","本地 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","读 本地 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","来 本地 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","当地","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","看 看 本地 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","要 本地 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","要 一些 本地 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","来 一些 本地 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","读 当地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","来 点 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","要 一点 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","看 看 当地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","要 一些 当地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","来 些 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","读 点 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","要 点 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","来 当地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","要 些 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","看 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","读 读 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","来 一些 当地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","看 一 看 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","读 一点 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","读 些 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","读 一些 当地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","要 当地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","来 一点 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","读 一 读 本地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Categories - Get Local News","","当地 新闻","","2",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories_list_cardinal>","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories_list_ordinal> 新闻","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories_list_cardinal> 号","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories_list_cardinal> 新闻","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories_list_ordinal>","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories_list_ordinal> 个","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories_list_ordinal> 号 新闻","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories_list_ordinal> 个 新闻","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories>","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories_list_ordinal> 号","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories_list_cardinal> 号 新闻","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 看 <news_categories> 新闻","","0",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 <news_categories_list_ordinal> 个 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","读 <news_categories_list_ordinal>","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","读 一些 <news_categories> 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","来 <news_categories_list_cardinal> 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","来 一些 <news_categories>","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","<news_categories_list_ordinal>","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","读 <news_categories>","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","来 <news_categories_list_cardinal> 号","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","读 <news_categories_list_ordinal> 个","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","来 <news_categories_list_cardinal> 号 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 <news_categories> 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","来 <news_categories_list_ordinal> 个 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 一 看 <news_categories_list_ordinal> 号 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","要 <news_categories_list_cardinal> 号 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","读 读 <news_categories_list_cardinal> 号 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","要 一些 <news_categories_list_cardinal> 号","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","要 <news_categories_list_ordinal>","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","来 一些 <news_categories_list_ordinal> 号","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","来 一些 <news_categories_list_cardinal>","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 一 看 <news_categories>","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","读 一 读 <news_categories> 新闻","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","看 <news_categories_list_ordinal> 个","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","读 一 读 <news_categories>","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","要 一些 <news_categories_list_cardinal>","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","读 读 <news_categories_list_cardinal>","","1",""
"News","1.0","Unknown","Unknown",True,"News Categories","Select Category","","读 <news_categories_list_ordinal> 新闻","","1",""
